7181132604	2021-07-24	05:13:30	10099.2158203125	22553.16015625
7178369917	2021-07-23	18:52:42	6038.34716796875	8336.98046875
7176004993	2021-07-22	18:31:47	2016.010009765625	5000.52001953125
7169055820	2021-07-22	05:03:51	2509.43896484375	6479.490234375
7163168236	2021-07-21	05:05:16	3537.02294921875	8086.39990234375
7163165820	2021-07-20	17:57:24	3008.54296875	5916.4599609375
7157989786	2021-07-20	04:49:23	4734.77587890625	11287.4296875
7154989911	2021-07-19	18:12:29	3596.159912109375	5240.0
7146278528	2021-07-18	06:22:55	3784.73291015625	7359.7900390625
7140420955	2021-07-17	05:41:23	7003.0400390625	17724.830078125
7139603539	2021-07-16	13:58:18	2412.30908203125	3411.659912109375
7131995506	2021-07-15	04:59:03	3588.0419921875	9676.3095703125
7128656430	2021-07-14	19:55:59	2822.65087890625	3645.68994140625
7123345978	2021-07-14	04:56:54	2409.81591796875	4841.06982421875
7123041590	2021-07-13	18:03:51	2568.7529296875	3654.56005859375
7117635876	2021-07-13	05:13:03	2616.916015625	6459.3701171875
7112047287	2021-07-12	05:10:37	3141.0390625	4865.41015625
7110585363	2021-07-11	19:32:13	3781.7529296875	8790.8603515625
7100998139	2021-07-10	05:17:18	6404.4150390625	16134.330078125
7099013964	2021-07-09	18:54:06	1416.675048828125	1768.260009765625
7089918224	2021-07-08	04:55:30	4582.9150390625	11283.6201171875
7084270253	2021-07-07	05:09:49	3252.8349609375	8078.31982421875
7083918112	2021-07-06	18:33:10	2100.360107421875	5050.14990234375
7073501659	2021-07-05	07:09:43	3827.0029296875	9680.23046875
7068091217	2021-07-04	06:20:03	4203.115234375	9892.58984375
7062314581	2021-07-03	05:13:40	8151.52001953125	19328.869140625
7057076887	2021-07-02	05:17:34	2421.261962890625	5740.60009765625
7050957439	2021-07-01	05:09:04	2651.448974609375	6448.25
7049766332	2021-06-30	23:30:54	1276.490966796875	1770.31005859375
7049765970	2021-06-29	18:17:51	2077.7509765625	4026.969970703125
7041348820	2021-06-29	05:10:09	2812.41796875	6701.509765625
7041347340	2021-06-28	18:10:16	2201.29296875	4989.52001953125
7034497702	2021-06-27	06:38:04	3602.239013671875	8608.349609375
7032840190	2021-06-26	05:39:43	7707.033203125	16761.390625
7018204578	2021-06-25	05:20:18	2048.180908203125	2316.68994140625
7016346943	2021-06-24	21:50:19	337.54400634765625	423.92999267578125
7016345940	2021-06-24	05:04:53	6128.65380859375	9974.7900390625
7011227191	2021-06-23	05:12:10	4874.14794921875	9680.26953125
7005201721	2021-06-22	18:10:34	2733.33203125	6449.75
6999387421	2021-06-21	20:47:44	1269.3070068359375	2465.8701171875
6995602858	2021-06-21	05:02:02	4366.0458984375	8235.5595703125
6995272701	2021-06-20	05:31:16	8310.5361328125	16415.0
6989807178	2021-06-19	20:19:33	3281.617919921875	8076.93994140625
6985215253	2021-06-19	08:00:51	1754.0460205078125	5006.52001953125
6984587480	2021-06-19	05:32:43	4002.847900390625	6487.25
6982722208	2021-06-18	13:53:59	803.7429809570312	867.6099853515625
6982721350	2021-06-18	05:04:10	4026.576904296875	9253.6201171875
6982720376	2021-06-17	19:03:11	7076.08984375	16173.2099609375
6977262676	2021-06-17	05:07:37	3257.635986328125	6460.6298828125
6973371832	2021-06-16	22:22:02	1459.9420166015625	1692.8800048828125
6962143696	2021-06-15	05:15:25	3377.958984375	8110.85986328125
6962141647	2021-06-14	18:00:04	2246.508056640625	5005.10986328125
6957399542	2021-06-13	20:29:45	2413.6298828125	3250.5400390625
6952293334	2021-06-13	08:36:11	1310.2840576171875	1654.3399658203125
6950822809	2021-06-12	06:17:04	7730.6640625	16135.990234375
6938749279	2021-06-11	05:08:04	3231.238037109375	8144.509765625
6934004881	2021-06-10	05:04:23	3041.49609375	6451.5400390625
6931238640	2021-06-09	18:05:26	4449.3701171875	9857.6298828125
6924986235	2021-06-08	18:07:47	3967.925048828125	10061.1796875
6920008299	2021-06-07	17:52:33	2339.54296875	5009.68994140625
6915049211	2021-06-07	05:08:14	3437.2451171875	8219.650390625
6910803890	2021-06-06	07:59:05	4868.43212890625	9271.580078125
6904346654	2021-06-05	07:43:25	5269.27880859375	10618.419921875
6897358245	2021-06-04	05:06:23	2041.0360107421875	5154.009765625
6891624171	2021-06-03	05:04:37	3242.48291015625	6450.2998046875
6889521035	2021-06-02	18:05:22	3134.738037109375	6442.580078125
6885333989	2021-06-02	05:03:37	1842.06201171875	4852.240234375
6879144001	2021-06-01	05:05:03	3506.384033203125	8054.64013671875
6878346377	2021-05-31	10:26:33	2460.18994140625	2729.9599609375
6872365046	2021-05-30	22:00:11	1520.904052734375	1932.719970703125
6863956180	2021-05-29	05:03:20	5809.88916015625	13393.3203125
6858131008	2021-05-28	07:10:06	1817.126953125	2489.75
6850959847	2021-05-27	05:01:35	3137.06494140625	6465.5
6848348067	2021-05-26	05:59:37	1530.14599609375	2060.199951171875
6842845988	2021-05-25	18:04:48	2117.39697265625	4835.0
6838915083	2021-05-25	05:13:09	2777.839111328125	6443.330078125
6837523218	2021-05-24	17:37:43	2328.26611328125	4991.22998046875
6830854789	2021-05-23	10:44:48	3799.214111328125	4985.8701171875
6823757538	2021-05-22	06:41:17	5282.10595703125	9676.5302734375
6820030776	2021-05-21	18:35:22	1901.9580078125	1634.25
6811126646	2021-05-20	05:03:54	3349.39306640625	6444.759765625
6809402982	2021-05-19	18:40:13	2152.60888671875	5149.60009765625
6803762584	2021-05-18	09:03:22	1653.4990234375	1611.93994140625
6801865792	2021-05-17	20:18:12	1736.301025390625	1639.260009765625
